5.0000000000e-03	0.0000000000e+00
5.8656872408e-03	0.0000000000e+00
6.8812573614e-03	0.0000000000e+00
8.0726607011e-03	0.0000000000e+00
9.4703405747e-03	0.0000000000e+00
1.1110011175e-02	0.0000000000e+00
1.3033570159e-02	0.0000000000e+00
1.5290169237e-02	0.0000000000e+00
1.7937470120e-02	0.0000000000e+00
2.1043117923e-02	0.0000000000e+00
2.4686469662e-02	0.0000000000e+00
2.8960622023e-02	0.0000000000e+00
3.3974790217e-02	0.0000000000e+00
3.9857098697e-02	0.0000000000e+00
4.6757855057e-02	5.1514796601e-10
5.4853390763e-02	7.8710529814e-09
6.4350566862e-02	1.5576200615e-08
7.5492059796e-02	1.6001129305e-08
8.8562562386e-02	1.3255867925e-08
1.0389605844e-01	1.4776428123e-08
1.2188435687e-01	2.0700311442e-08
1.4298710339e-01	2.8650931011e-08
1.6774352559e-01	3.2969240214e-08
1.9678621156e-01	3.0783109341e-08
2.3085727406e-01	2.8221907230e-08
2.7082731338e-01	2.9946534739e-08
3.1771766331e-01	3.0550043210e-08
3.7272648877e-01	2.4963724536e-08
4.3725940190e-01	1.5906393184e-08
5.1296537893e-01	1.0032661307e-08
6.0177889563e-01	9.1234664240e-09
7.0596935798e-01	1.1602230117e-08
8.2819909110e-01	1.5604760186e-08
9.7159136830e-01	1.8153459231e-08
1.1398102185e+00	1.8278397279e-08
1.3371540511e+00	1.7838434933e-08
1.5686654913e+00	1.7378447728e-08
1.8402602314e+00	1.7707375564e-08
2.1588781919e+00	1.9008454524e-08
2.5326608529e+00	2.3249410583e-08
2.9711592900e+00	3.4085427267e-08
3.4855782276e+00	4.6812730484e-08
4.0890623472e+00	5.6243641813e-08
4.7970321674e+00	5.8168615292e-08
5.6275780756e+00	4.7507295569e-08
6.6019225829e+00	2.9054533974e-08
7.7449626119e+00	1.3218529881e-08
9.0859056746e+00	2.3737091721e-09
1.0659016197e+01	0.0000000000e+00
1.2504491062e+01	0.0000000000e+00
1.4669486735e+01	0.0000000000e+00
1.7209324234e+01	0.0000000000e+00
2.0188902716e+01	0.0000000000e+00
2.3684357813e+01	0.0000000000e+00
2.7785007086e+01	0.0000000000e+00
3.2595632311e+01	0.0000000000e+00
3.8239156910e+01	0.0000000000e+00
4.4859786957e+01	0.0000000000e+00
5.2626695996e+01	0.0000000000e+00
6.1738347846e+01	0.0000000000e+00
