0.005	2.4e-05
0.00575	2.31884057971e-05
0.0066125	1.81474480151e-05
0.007604375	3.15607791567e-05
0.00874503125	3.6592207718e-05
0.0100567859375	3.71225295689e-05
0.0115653038281	3.80448284402e-05
0.0133000994023	4.31074472445e-05
0.0152951143127	5.49194980062e-05
0.0175893814596	4.39659197289e-05
0.0202277886785	4.68003043591e-05
0.0232619569803	5.55986469422e-05
0.0267512505274	5.13371639179e-05
0.0307639381065	6.50111826736e-05
0.0353785288224	6.63302501482e-05
0.0406853081458	6.45605695612e-05
0.0467881043677	6.8393452636e-05
0.0538063200228	7.26060928346e-05
0.0618772680263	7.52026306552e-05
0.0711588582302	8.37562623717e-05
0.0818326869647	8.55403905168e-05
0.0941075900094	9.12430832179e-05
0.108223728511	9.78220470902e-05
0.124457287787	9.81327293118e-05
0.143125880956	9.61391462406e-05
0.164594763099	0.000105714177489
0.189283977564	0.000106154433101
0.217676574198	0.000103456240447
0.250328060328	0.000105887716431
0.287877269377	0.000106526877697
0.331058859784	0.000106647702133
0.380717688752	0.000106360525213
0.437825342064	0.000103542049712
0.503499143374	0.00010462778476
0.57902401488	9.83494038299e-05
0.665877617112	9.59135207813e-05
0.765759259679	9.23876084716e-05
0.880623148631	8.70595632035e-05
1.01271662093	8.26424012444e-05
1.16462411406	7.62248799946e-05
1.33931773117	7.1379626936e-05
1.54021539085	6.68910772342e-05
1.77124769948	6.07255552297e-05
2.0369348544	5.59206232937e-05
2.34247508256	4.92185954044e-05
2.69384634494	4.53279998304e-05
3.09792329668	3.92133659765e-05
3.56261179119	3.56966576173e-05
4.09700355986	3.09038865804e-05
4.71155409384	2.6210742968e-05
5.41828720792	2.26172334474e-05
6.23103028911	1.91771388982e-05
7.16568483247	1.58682204597e-05
8.24053755734	1.33874761485e-05
9.47661819095	1.1005332412e-05
10.8981109196	9.13430478008e-06
12.5328275575	7.22050414545e-06
14.4127516912	5.56729219509e-06
16.5746644448	4.30456175473e-06
19.0608641116	3.41012871293e-06
21.9199937283	2.42457490296e-06
25.2079927875	1.79361100721e-06
28.9891917057	1.3209520887e-06
33.3375704615	9.39880528172e-07
38.3382060307	7.03910523227e-07
44.0889369353	5.25604265925e-07
50.7022774756	4.82029628979e-07
58.307619097	4.43624127811e-07
67.0537619615	3.05625407641e-07
77.1118262558	9.3543801043e-08
88.6786001941	1.93958857744e-08
101.980390223	3.39934634402e-09
117.277448757	1.25059564496e-09
134.86906607	9.88613158067e-11
155.099425981	0.0
178.364339878	1.49506715776e-10
205.11899086	0.0
235.886839489	0.0
271.269865412	0.0
311.960345224	0.0
358.754397007	0.0
412.567556558	0.0
474.452690042	0.0
545.620593548	0.0
627.46368258	0.0
721.583234968	0.0
829.820720213	0.0
